s.no,borrower,financial dob,nonfinancial dob,annual_income,profession,marital status,institute_name,course_name,loan amount,course_cost,dpd_days,current_status,current city,current state,current pincode,permanent city,permanent state,interest rate,enach activated,imdb success,protection_type_name,cibilscore,lender_name,company name,disbursal date,work experience,loan category,loan type,sector,residence type,tenure,emi_amount
798,Anna Johnson,1958-08-05,2002-08-06,160757,Meteorologist,Married,Sanchez LLC,because,49507,10003,81,Fully Disbursed,Lake Bradfurt,Arkansas,38986,Joannefurt,Delaware,19.29,False,Yes,method,697,Lopez Ltd,Potter Ltd,2007-11-02,10,Education loan,Certification,training,Owned,10,2050
799,Rachel Mckee,2002-04-04,2000-08-06,155982,Statistician,Married,Brown Ltd,window,43789,31123,85,Fully Disbursed,Allenton,Colorado,02000,Lake Amberbury,Oregon,19.32,True,No,national,674,"Hernandez, Villa and Wright","Castaneda, Flowers and Montes",2010-07-26,40,Education loan,Certification,most,Owned,9,1758
800,Kristen Reyes,1961-11-17,1970-02-09,118380,Tax inspector,Single,Wilson-Walker,age,43789,26033,247,EMI Running,Lake Rebeccatown,Mississippi,21054,Kirbyfort,Utah,5.96,False,Yes,find,702,"Wilson, Fitzgerald and Schultz","Brown, Walters and Lopez",1974-08-15,29,Education loan,Certification,move,Owned,9,1743
801,Steven Perry,2001-12-05,2002-04-13,135568,Diagnostic radiographer,Divorced,Dominguez-Schroeder,north,29517,6169,208,EMI Running,Lake Angelamouth,North Carolina,98991,Johnsonborough,Ohio,7.41,True,No,win,873,Wilson-Walker,Walters Ltd,2022-10-06,22,Education loan,School Education,fire,Owned,7,3302
802,Carlos Wade,2006-02-17,1998-03-03,119724,Charity officer,Divorced,Smith-Baker,force,33643,13274,79,Fully Disbursed,Kleinton,Maine,20841,Thompsonland,Washington,6.8,True,No,short,775,Thomas-Lloyd,Brown-Madden,1985-06-23,33,Education loan,School Education,plant,Rented,25,1646
803,Corey Santos,1984-12-20,1980-05-06,140682,"Lighting technician, broadcasting/film/video",Single,Taylor-Boone,its,26570,35313,212,Fully Disbursed,New Heather,Tennessee,34521,Greenmouth,Louisiana,9.33,True,No,either,546,Martinez PLC,Dyer Ltd,1973-12-09,31,Education loan,School Education,close,Owned,2,1905
804,Jonathan Romero,2005-10-13,1990-08-24,67993,Tax adviser,Single,"Martinez, Foster and Haynes",mind,17179,33766,306,Fully Disbursed,Aaronville,Ohio,54357,South Annafurt,Iowa,11.1,True,Yes,arm,508,Blanchard-Alexander,"Bishop, Garcia and Blevins",1989-05-30,25,Education loan,School Education,several,Rented,8,2916
805,Mark Anderson,1979-08-06,2006-06-09,56537,Primary school teacher,Married,Huff and Sons,institution,48639,35625,62,Fully Disbursed,Burnsport,New York,82046,East Joseville,North Carolina,11.12,True,No,air,567,"Dalton, Thompson and Lee",Page Inc,1979-10-27,19,Education loan,Certification,low,Owned,13,3622
806,Kyle Brennan,1988-06-05,1985-06-12,127014,Telecommunications researcher,Single,"Shah, Sims and Wade",human,22496,20768,94,EMI Running,Amandaville,Nebraska,55852,Lake Susanland,Indiana,18.21,False,No,campaign,838,"Thomas, Douglas and Thomas",Reynolds-Barnes,2003-10-23,10,Education loan,College education,better,Rented,11,1494
807,Megan Johnston,1983-03-12,1972-12-07,197940,Animal nutritionist,Married,"Moore, Martin and Mills",three,41310,15260,228,Fully Disbursed,New Juanborough,Missouri,07518,West Ashley,New Jersey,8.47,True,Yes,under,549,Zimmerman LLC,Singleton-Davis,2014-06-24,2,Education loan,College education,son,Owned,7,1934
808,Jeffrey Spencer,1967-07-15,1962-10-05,132466,Clinical cytogeneticist,Married,Lewis-Krause,professor,42067,11138,169,EMI Running,Evansport,Utah,05558,North Amytown,Michigan,5.99,True,No,not,579,Harrison-Perez,Anderson-Mckinney,2016-07-21,2,Education loan,School Education,soldier,Rented,2,2153
809,John Richardson,1996-01-30,1984-08-09,150359,Systems developer,Married,Smith-Flores,fly,36873,34282,307,EMI Running,South Colton,Minnesota,11742,New Roy,Alabama,15.13,False,Yes,while,803,Payne LLC,Thomas-Peters,2015-06-22,31,Education loan,School Education,animal,Rented,1,4146
810,Marcus Sanchez,1985-02-19,1976-03-26,156948,Land/geomatics surveyor,Single,Morgan Inc,board,6871,16586,311,EMI Running,North Alejandro,Oklahoma,94406,Martinezland,Kentucky,11.91,True,Yes,born,367,"Meyer, Gomez and Tucker",Goodman-Dominguez,1977-06-18,30,Education loan,College education,resource,Rented,4,3710
811,Laura Sanchez,1962-05-09,1974-08-19,113831,Education administrator,Single,"Strong, Rodriguez and Scott",exactly,6572,29002,53,EMI Running,North Jennifer,Missouri,58969,Danielport,Delaware,16.56,False,No,action,737,Olson-Rose,Thompson-Villegas,2022-02-22,30,Education loan,College education,capital,Rented,10,3647
812,Tamara Dennis,1981-03-01,1961-07-31,144217,Product manager,Single,Jones Inc,cost,32320,34345,153,EMI Running,Smithbury,Wisconsin,60305,East Markberg,New Jersey,18.65,False,Yes,peace,668,Huff PLC,Green Ltd,1993-12-11,6,Education loan,College education,herself,Rented,21,2202
813,Vanessa Mitchell,1966-06-09,1977-06-22,63359,"Surveyor, planning and development",Single,Hines Group,simply,42314,33657,260,Fully Disbursed,Chandlerborough,Mississippi,52472,West Nicholasstad,Florida,17.01,False,No,stuff,469,Caldwell Group,Elliott-Medina,1979-05-26,28,Education loan,School Education,return,Owned,24,1584
814,Glen Lewis,1986-02-25,1964-01-21,69013,"Scientist, marine",Married,Hernandez Inc,room,16578,29144,257,EMI Running,Paultown,Iowa,75537,Amberville,Massachusetts,16.95,True,Yes,mission,874,"Nguyen, Evans and Sanford",Ortiz Ltd,1972-12-22,34,Education loan,Certification,notice,Rented,8,4053
815,Christine Perez,1983-01-21,1962-03-14,185464,Government social research officer,Single,"Kirby, West and Hernandez",prepare,33595,20124,271,Fully Disbursed,Marytown,Nevada,83334,Lake Kimberlyside,New Mexico,15.56,True,Yes,environment,530,Smith Ltd,Elliott-Fernandez,2013-04-03,11,Education loan,Certification,career,Rented,12,3445
816,Hannah Wiggins,1960-06-05,1975-04-09,38518,Primary school teacher,Single,"Williams, Cherry and Moreno",on,30507,24581,17,EMI Running,Richardsontown,Arkansas,85693,Lake Jennifer,Iowa,12.49,False,Yes,everybody,748,Hall PLC,Buchanan-Glenn,1993-10-13,20,Education loan,College education,put,Owned,14,4573
817,Tammy Schmitt,1960-01-13,1963-07-31,119011,Building control surveyor,Single,"Garcia, Brandt and Hodges",their,21692,18919,293,Fully Disbursed,Bentleymouth,Kentucky,20670,Calvinshire,New Jersey,16.98,True,Yes,child,314,Yoder-Romero,Palmer Ltd,1987-06-04,21,Education loan,Certification,protect,Owned,26,2912
818,Howard Davis,1961-05-22,1960-05-07,119399,Jewellery designer,Single,Brown LLC,reach,42440,22163,200,EMI Running,Jimenezhaven,Montana,12765,Lake Taylor,Mississippi,12.83,True,Yes,course,434,Miller-Simpson,Jensen-Sanders,2017-05-21,35,Education loan,School Education,usually,Owned,25,2756
819,Robert Kelly,1970-01-06,1976-12-21,49950,Control and instrumentation engineer,Married,Wheeler Group,next,14287,36028,40,Fully Disbursed,West Ronaldborough,Utah,90260,Pattersonview,Iowa,7.01,False,Yes,away,411,Lynch Inc,Diaz-Russell,2004-06-25,15,Education loan,School Education,food,Rented,8,1250
820,Brianna Stephens,2003-10-22,1992-07-26,197924,"Education officer, environmental",Divorced,Matthews Ltd,since,41066,23804,145,Fully Disbursed,Mcdonaldmouth,Vermont,08460,New Toddtown,California,5.3,False,No,include,551,"Davis, Holland and Jones","Anderson, Montgomery and Clark",2001-02-02,26,Education loan,Certification,soon,Owned,29,2768
821,Daniel Palmer,2000-07-03,1969-08-23,138731,Armed forces operational officer,Married,Hamilton Ltd,baby,26607,28259,135,EMI Running,Choiton,Alabama,59027,Evansfurt,Oklahoma,6.21,False,No,hand,510,"Martinez, Chavez and Choi",Zimmerman LLC,2003-12-26,31,Education loan,School Education,owner,Owned,25,4875
822,Mr. Zachary Foster,1993-04-08,1964-07-20,73151,Immigration officer,Single,"Hancock, Lopez and Martin",white,9158,29424,2,Fully Disbursed,Dariushaven,Hawaii,81557,Port Brianstad,Alaska,7.05,False,Yes,skin,380,Carney-Martinez,Bailey LLC,1981-01-23,25,Education loan,Certification,campaign,Owned,8,1002
823,Michael Gates,1964-12-09,2000-10-02,91377,"Scientist, biomedical",Married,"Perez, Thompson and Fowler",your,44566,25798,4,EMI Running,Philipton,Arizona,86772,Shorttown,South Dakota,9.79,False,Yes,several,788,Clark Group,Simmons Inc,1978-10-14,23,Education loan,College education,important,Owned,22,4434
824,Tiffany Cervantes,1999-11-11,1973-04-24,43293,Photographer,Married,"Acosta, Oconnell and Green",hundred,39179,13675,147,Fully Disbursed,Lindafurt,New Hampshire,35087,Port Dana,Washington,12.78,False,Yes,day,896,"Cruz, Hernandez and Barnett","Williams, Webster and Wilkinson",2016-05-02,16,Education loan,Certification,great,Owned,16,1098
825,Stacy Thompson,1979-11-14,1966-09-15,65151,Local government officer,Single,"Lowe, Sanchez and Phillips",large,7136,12523,29,Fully Disbursed,South Michael,Tennessee,24612,Lake Paulshire,Kansas,7.02,False,Yes,range,693,"Simpson, Holmes and Perez","Olson, Haynes and Gomez",2008-09-01,38,Education loan,School Education,late,Owned,28,3739
826,Marc Freeman,1984-10-20,1960-08-14,35441,"Biochemist, clinical",Married,Smith-Mendoza,choice,19473,38354,303,Fully Disbursed,North Jonathanhaven,Oklahoma,15736,Port Angelfort,Massachusetts,5.62,False,Yes,bag,345,"Baxter, Mclean and Bridges",Reid-Oconnor,2009-12-06,3,Education loan,College education,close,Rented,20,2907
827,Jason Williams,1994-05-05,1981-03-04,28704,Museum education officer,Divorced,Rodriguez Inc,generation,38026,22977,202,EMI Running,Melissaport,Kentucky,85761,North Juan,New Mexico,16.6,False,Yes,any,629,Kelly-Walton,Carson-Johnson,1993-10-16,24,Education loan,Certification,team,Rented,15,4778
828,Zachary Sims,2003-10-10,1997-06-03,125355,Counsellor,Single,Johnston and Sons,put,15434,36739,117,Fully Disbursed,East Phillipborough,North Dakota,75268,Danielburgh,West Virginia,13.93,True,Yes,a,446,Gutierrez-Carrillo,"Tran, Barnes and Brooks",2000-04-07,25,Education loan,Certification,study,Owned,9,1675
829,Bobby Newton,1981-08-05,2005-09-08,66056,"Psychotherapist, dance movement",Single,Saunders Ltd,analysis,48650,26421,139,EMI Running,Port Christinaview,Kansas,00661,Mannington,Nevada,6.08,True,No,however,529,"Horn, Smith and Davis","Ellis, Sanchez and Lozano",1998-07-25,19,Education loan,School Education,every,Rented,5,3640
830,Billy King,1968-05-19,1984-10-27,29438,"Designer, television/film set",Single,Simpson Ltd,entire,36771,33819,18,EMI Running,South Julieview,Indiana,35237,North Patrickfort,Connecticut,8.62,False,No,nice,379,"Ramirez, Fernandez and Little",Rodriguez PLC,2009-05-20,36,Education loan,Certification,statement,Rented,28,2512
831,Joseph Rodriguez,1995-01-13,2005-09-08,176769,Archaeologist,Married,Hale-Green,mean,12764,31808,64,Fully Disbursed,North Kevin,Massachusetts,23595,Lake Derrick,Nevada,17.41,True,Yes,fund,367,"Greene, Phillips and Davis",Carrillo Ltd,1977-02-09,38,Education loan,College education,enough,Owned,5,1938
832,April Hamilton,1974-01-06,2000-10-16,75485,Social researcher,Single,Brown-Castillo,option,24246,25698,139,Fully Disbursed,West Ashleyview,Delaware,83864,Crystalborough,Oregon,5.46,True,Yes,color,403,"Odom, Powell and Ward",Sanchez Inc,2007-01-26,36,Education loan,Certification,somebody,Owned,13,4397
833,Faith Crosby,1992-10-07,1969-07-28,167252,Dealer,Divorced,Ingram and Sons,even,18121,6771,175,EMI Running,Phillipsfurt,Montana,54615,New Nicholas,Mississippi,6.4,True,Yes,try,572,Waters-Cervantes,"Allen, Cisneros and Brock",1991-06-28,32,Education loan,Certification,tend,Owned,8,3062
834,Steven Burgess,1985-10-17,1994-06-29,69671,Patent examiner,Divorced,"Dawson, Johnson and Jones",continue,13374,20393,74,EMI Running,West Zacharyborough,North Dakota,95383,Kellystad,New Jersey,20.0,True,No,police,881,"Carter, Hancock and Little",Edwards-Stokes,2000-08-09,40,Education loan,College education,list,Rented,6,2395
835,Brian Young,1989-05-16,1999-01-23,131363,Aid worker,Single,Browning Inc,leave,20827,26898,182,Fully Disbursed,East Joshuachester,Nevada,47936,New Johnburgh,Michigan,16.29,True,No,peace,386,Brooks and Sons,May Inc,1978-12-28,23,Education loan,Certification,speech,Rented,9,3301
836,Maria Brown,1964-04-28,1980-07-06,90305,"Engineer, energy",Married,"Nolan, Ray and Peterson",college,46313,25575,320,EMI Running,Huntershire,Florida,40486,Port Valeriebury,Nevada,10.14,True,No,product,735,Ball-Brooks,Allen and Sons,1982-02-04,29,Education loan,School Education,pick,Rented,30,4950
837,Donald Gates,1988-08-28,1981-06-16,21407,Occupational therapist,Divorced,"Gibbs, Herman and Forbes",Democrat,19303,37231,22,EMI Running,West Robert,South Dakota,03656,Latashaville,Colorado,18.6,False,Yes,though,724,"Harris, Clark and Richardson",Bell-King,2000-02-16,26,Education loan,College education,time,Rented,24,2471
838,Eric Vazquez,1978-11-19,1987-12-16,126973,"Exhibitions officer, museum/gallery",Divorced,"Juarez, Ruiz and Murphy",space,5539,26125,142,EMI Running,Robertston,Florida,57613,Lake Mark,Nevada,5.52,True,No,feel,830,Nelson LLC,"Murphy, Flowers and Boyd",1996-10-25,37,Education loan,Certification,Congress,Rented,5,4698
839,Mark Leon,2004-12-13,2002-10-23,24200,Adult guidance worker,Single,"Hanson, Ibarra and Howell",talk,16392,21627,243,Fully Disbursed,East Scott,Pennsylvania,46467,Kevinland,Kentucky,6.32,True,Yes,drug,708,Wong PLC,Griffin-Hunt,2023-12-13,5,Education loan,Certification,training,Rented,21,3286
840,Holly Mcpherson,1976-02-14,1967-04-19,135624,Special educational needs teacher,Single,"Sherman, Callahan and Franklin",whom,16005,30611,116,EMI Running,Johnview,Minnesota,60074,Fowlerhaven,Hawaii,10.54,False,No,hair,746,Murray LLC,Vaughn-Anderson,1989-01-23,29,Education loan,Certification,current,Owned,7,4098
841,Clarence Johnson,1968-01-01,2005-04-22,154017,Financial trader,Married,Villarreal Ltd,this,46512,5826,20,EMI Running,New Patriciaburgh,New York,46528,South Jesse,Washington,10.03,False,Yes,rock,620,"Grant, Woods and Knapp",Thompson and Sons,2004-04-16,33,Education loan,College education,entire,Rented,18,1132
842,Rebecca Hess,1962-08-16,1958-10-20,172748,Chartered management accountant,Divorced,Smith-Berry,young,32532,32579,333,Fully Disbursed,Port Catherine,Maryland,83929,Lindseyside,Mississippi,11.73,True,No,choice,508,Smith-Wilson,Lopez-Davis,2006-03-11,5,Education loan,School Education,behind,Rented,25,3305
843,Monica Ross,1976-06-23,1983-04-13,113391,Police officer,Divorced,Conner LLC,door,7171,29604,139,Fully Disbursed,Rayville,Colorado,16723,Adammouth,Ohio,11.07,False,Yes,chance,583,Lynn-Jackson,Cox-Wu,2022-09-17,11,Education loan,Certification,yard,Rented,17,2707
844,Yvonne Wilson,1995-01-13,1968-02-11,180762,Chartered accountant,Single,Wilson and Sons,inside,30291,4688,172,EMI Running,Harriston,Wisconsin,59514,Ruizland,Mississippi,19.72,True,Yes,oil,740,"Mcintosh, Newman and Harris","Lopez, Cardenas and Vega",1983-04-17,9,Education loan,School Education,rise,Owned,1,1923
845,Angie Martinez,2006-05-19,1959-08-14,121929,Visual merchandiser,Single,Ramirez-Adams,develop,6185,23757,105,EMI Running,Lopezmouth,Alaska,28480,Nelsonmouth,Virginia,6.34,False,Yes,speech,580,"Rodriguez, Ellis and Anderson","Li, Lee and Wolfe",2003-02-10,14,Education loan,Certification,Mr,Owned,24,4731
846,Phillip Holmes,1990-03-13,2003-09-17,65808,Surgeon,Single,Howell and Sons,cell,48060,5197,171,Fully Disbursed,East Frank,Mississippi,95298,New Nathan,Florida,9.1,False,Yes,player,357,Collier PLC,Gomez LLC,1989-09-06,21,Education loan,Certification,during,Owned,4,2758
847,Jeanne Smith,1986-07-04,1987-03-15,185587,Retail merchandiser,Divorced,Turner Inc,first,30120,31809,359,EMI Running,New Jessica,Wyoming,34011,North Robinland,Maine,8.33,True,No,choose,809,"Garcia, Cordova and Hernandez","Moore, Rice and Woods",2021-08-22,4,Education loan,Certification,something,Rented,1,2122
848,Anna Branch,1964-05-05,1976-08-21,197709,Insurance underwriter,Single,Evans-Gibson,discuss,27533,25419,16,EMI Running,New David,Delaware,07247,Diazberg,California,17.29,False,No,hospital,707,Abbott and Sons,Villegas LLC,2017-12-28,23,Education loan,Certification,shoulder,Owned,14,4978
849,Taylor Anderson,2005-02-10,1969-04-09,197391,Dietitian,Divorced,Palmer-Murillo,truth,30867,39682,239,EMI Running,Kellyport,Idaho,14026,Wilsonton,Minnesota,17.11,True,No,result,769,Evans PLC,Garrett and Sons,2003-03-10,21,Education loan,Certification,future,Rented,3,4898
850,Brent Ross,1967-01-06,1986-03-21,84362,Animal technologist,Single,Evans and Sons,present,48508,32501,162,Fully Disbursed,North Evanfurt,Texas,46586,Port Kristinburgh,Texas,14.47,False,Yes,their,647,Mccann-Rodriguez,"Smith, Williams and Garcia",1993-07-31,9,Education loan,College education,could,Rented,29,2365
851,Bruce Robinson,1992-09-10,2004-02-22,27350,Ambulance person,Single,"Freeman, Keller and Moore",thus,31724,9773,235,Fully Disbursed,Holmestown,Montana,49853,Campbellport,Rhode Island,17.93,True,Yes,look,835,Schwartz-Rivera,"Collins, Smith and Burnett",1981-01-24,16,Education loan,Certification,somebody,Rented,13,2263
852,John Solomon,1965-01-31,1974-02-12,145732,"Investment banker, corporate",Divorced,"Brown, Richmond and Stark",effort,39925,12659,156,EMI Running,South Cynthiahaven,Connecticut,23942,Mooreton,New Jersey,16.62,False,No,able,789,Stewart-Peterson,Ferguson-Reed,1982-01-25,3,Education loan,School Education,interest,Owned,10,1482
853,Nathan Sandoval,2005-12-31,1974-03-25,196313,Games developer,Married,Osborne and Sons,energy,19714,23445,218,EMI Running,West Carmen,North Carolina,91842,West Nathantown,Hawaii,14.46,False,No,clearly,771,Cross-Ortiz,"Stevenson, Norton and Ramirez",1975-02-01,11,Education loan,Certification,energy,Owned,27,3914
854,Robert Wilkins,1962-10-30,1983-12-10,34961,"Engineer, drilling",Divorced,Jordan Inc,training,46152,7705,230,EMI Running,New Benjamin,Vermont,98298,Jacobview,Montana,12.2,True,Yes,relate,345,Palmer-Lopez,"Reed, Smith and Lopez",1997-12-11,29,Education loan,Certification,former,Rented,11,3850
855,Jessica Perry,1964-10-08,1985-05-01,177947,Geophysical data processor,Married,Valencia LLC,she,21780,26541,167,Fully Disbursed,Heatherport,North Carolina,06923,West Gloriaview,Missouri,17.87,False,Yes,enjoy,824,Morrow and Sons,Holloway-Holloway,1976-11-07,6,Education loan,Certification,degree,Owned,15,4282
856,Sheila Thompson,1960-09-25,1978-08-02,61545,Freight forwarder,Married,"Porter, Gonzalez and George",husband,14700,26023,260,EMI Running,Andersonton,North Carolina,64687,North Kenneth,Virginia,12.04,False,Yes,very,675,Reynolds-Johnson,Riley-Hill,2010-05-14,13,Education loan,School Education,significant,Rented,2,3736
857,Amber Williamson,1987-05-20,1962-07-13,116366,Human resources officer,Married,Oneill Ltd,what,21291,18039,321,EMI Running,Port Jeremyview,Massachusetts,85328,West Robert,Colorado,5.33,True,Yes,debate,468,Hamilton PLC,"Malone, Ford and Richard",1987-06-02,36,Education loan,School Education,baby,Rented,29,1543
858,Allen Russell,1983-01-01,1980-12-16,44913,Nature conservation officer,Single,Baker-Harris,unit,11511,23032,149,Fully Disbursed,Lake Ashley,Hawaii,07253,Brandifort,Rhode Island,6.65,True,No,tree,439,Reid-Hunt,"King, Allen and Gonzalez",2012-02-20,21,Education loan,Certification,author,Owned,13,2244
859,Max Sanford,1965-03-08,1994-11-20,26542,Chemical engineer,Divorced,Nelson Inc,five,23711,35254,238,EMI Running,East Rickstad,Louisiana,44883,Fowlerport,South Dakota,19.62,False,No,tough,550,"Douglas, Flores and Hernandez",Smith-Davis,1984-05-21,17,Education loan,College education,usually,Rented,28,2529
860,Cindy Burnett,1986-04-01,1972-08-03,83456,Special educational needs teacher,Single,Thomas-Wilson,service,18941,19383,301,Fully Disbursed,Port Christopher,South Carolina,14641,Farrellview,Nebraska,12.33,True,Yes,ability,797,Hawkins-Hunter,"Perkins, Davis and Thomas",1970-04-12,0,Education loan,College education,other,Rented,26,3672
861,Vicki Garza,1996-12-27,1979-04-26,85012,Quarry manager,Divorced,"Norris, Young and Yu",role,20688,25552,353,Fully Disbursed,Thomaston,Tennessee,94368,Hutchinsonport,Maine,19.49,False,No,benefit,402,"Harris, Perez and Barron",Murray Group,2008-10-27,33,Education loan,Certification,movement,Owned,7,4926
862,Rebecca Rodriguez DVM,1980-05-28,1986-07-05,83847,"Engineer, manufacturing",Divorced,"Coleman, Hurley and Brooks",above,21728,39980,332,EMI Running,New Scott,Iowa,81886,East Michael,Wisconsin,12.69,True,No,seem,879,Dodson and Sons,Vega-Page,2020-04-05,21,Education loan,School Education,whose,Owned,30,1249
863,Deborah Hayes,2003-05-13,1978-02-15,72178,"Social research officer, government",Married,Wu Inc,generation,35693,24572,99,EMI Running,South Eddiestad,Kansas,98753,Katrinahaven,California,11.11,False,No,interview,785,Mcbride and Sons,Molina and Sons,2007-07-30,24,Education loan,School Education,goal,Owned,5,3344
864,Taylor Gonzalez,1963-10-22,1993-11-10,104039,"Therapist, speech and language",Single,Ramirez-Baker,amount,46523,7183,153,Fully Disbursed,Dennishaven,Nevada,85899,East Kristinberg,Alaska,15.75,False,Yes,development,395,Ramirez-Maxwell,"Evans, Ellis and Jones",2012-02-03,16,Education loan,School Education,understand,Owned,26,2206
865,Michelle Hill,1965-08-10,1962-02-20,111033,Brewing technologist,Married,Avila-Ray,former,28486,39119,203,EMI Running,Amandaport,Idaho,64475,Davidshire,Missouri,16.12,False,Yes,hotel,743,"Graham, Small and Lamb","Wright, Sullivan and Edwards",2009-05-05,29,Education loan,College education,back,Owned,7,1019
866,Nathan Morales,1969-03-07,2004-06-22,190913,"Accountant, chartered",Divorced,Moyer-Fitzpatrick,measure,48450,36289,252,EMI Running,Thomasburgh,Maryland,06399,Christopherchester,Connecticut,17.89,True,No,special,536,"Kirk, Robinson and Barrett",Franco and Sons,1975-09-18,6,Education loan,School Education,owner,Owned,8,2782
867,Sara Mendoza,1962-10-30,1998-10-23,118870,Hydrologist,Divorced,Gomez Inc,find,46753,26856,181,EMI Running,New Melissaton,Texas,68203,Lake Joystad,Arkansas,14.33,True,Yes,wife,334,Johnson PLC,"Espinoza, Mckinney and Gentry",1978-12-11,2,Education loan,School Education,draw,Owned,14,3310
868,James Morris,1985-09-23,1998-12-27,171792,Television production assistant,Single,Brady-Stanton,life,19279,15507,120,EMI Running,North Colleenshire,New York,56391,Lake Latasha,Iowa,8.11,True,Yes,plan,629,Stein-Cole,Suarez-Murray,2011-10-04,17,Education loan,College education,recognize,Rented,10,2190
869,Marco Williams,1958-09-20,2002-04-18,72109,Air traffic controller,Single,Guzman PLC,cup,42888,33296,196,EMI Running,South Matthew,Alaska,94278,Scottchester,Illinois,8.51,True,No,spend,417,Richardson-Thompson,Smith and Sons,1989-08-18,31,Education loan,School Education,individual,Rented,17,2783
870,William Rosario,1994-12-05,1976-08-12,135840,Office manager,Divorced,Davis LLC,big,30928,22541,325,EMI Running,Kristinburgh,Massachusetts,49605,North Cathy,Illinois,9.85,True,No,response,626,"Zimmerman, Moss and Larson",Galloway PLC,1999-05-20,23,Education loan,School Education,a,Owned,22,3685
871,Nicholas Garcia,1991-03-16,1967-05-05,190794,Seismic interpreter,Married,Nguyen-Jones,responsibility,26667,33608,317,Fully Disbursed,New Sydney,Nebraska,37990,Owenschester,South Carolina,10.92,True,No,drop,532,Newman-Jimenez,Cuevas-Luna,1981-07-17,5,Education loan,Certification,possible,Owned,23,3178
872,Craig Miller,1959-04-10,1990-05-31,136591,Mechanical engineer,Married,"Hill, Cameron and Riley",service,15240,23572,362,Fully Disbursed,West Patriciatown,Massachusetts,99052,New Scottport,Connecticut,14.87,False,Yes,purpose,761,Rivas-Ward,Gilbert Inc,2024-06-03,15,Education loan,Certification,establish,Owned,12,4239
873,Adam Harris,2001-07-26,1987-10-02,137739,"Geologist, engineering",Divorced,Thomas and Sons,itself,6462,11207,35,Fully Disbursed,Port Robertmouth,Nevada,87595,Normatown,Oklahoma,5.29,False,Yes,long,357,"White, Casey and Richardson",Ramirez Ltd,2013-07-31,21,Education loan,Certification,give,Rented,15,1788
874,Miss Danielle Taylor,1999-06-08,1980-06-10,167867,Careers adviser,Single,"Nguyen, Mckinney and Benson",Mr,34586,14274,320,EMI Running,Port Yolandashire,Washington,31201,New Markberg,South Carolina,11.3,False,No,big,430,Ho LLC,Ibarra-Holden,1990-10-07,9,Education loan,School Education,arrive,Owned,12,3354
875,Nicholas Osborn,1977-06-22,1980-01-20,151268,"Surveyor, rural practice",Single,Webb-Williams,where,43113,26508,199,EMI Running,South Amyberg,Arizona,56369,Rachelland,New Jersey,12.37,True,No,dinner,363,Harris-Jones,"Jones, Williams and Campbell",1974-10-20,16,Education loan,School Education,subject,Owned,18,2356
876,Joseph Rivera,1990-11-28,1981-05-13,126031,"Programmer, applications",Single,Smith Inc,job,20313,35166,315,Fully Disbursed,Fullerfort,Delaware,73544,Stephanieton,Iowa,10.14,False,No,company,686,"Williams, Pugh and Freeman",Mcfarland-Chan,1982-12-20,21,Education loan,School Education,side,Rented,18,4884
877,Emily Clark,2002-11-11,1987-01-27,78464,"Surveyor, hydrographic",Single,Palmer-Reyes,since,6173,29892,177,EMI Running,Port Robert,Georgia,43279,South Tanyaland,California,6.1,True,Yes,cost,627,"Edwards, Nguyen and Allen","Garza, Clayton and Johnson",1978-06-19,27,Education loan,Certification,decade,Owned,20,1235
878,Michael Hill,1960-09-22,1998-02-19,181976,Chief Technology Officer,Single,Carter-Smith,clear,32765,7521,230,EMI Running,Pamelashire,Kansas,78593,Laurastad,Pennsylvania,6.84,True,No,election,329,"Wilcox, Long and Walton","Walsh, Delgado and Murphy",2012-08-27,29,Education loan,College education,shake,Rented,15,4499
879,Nancy Waters,2002-06-21,1997-09-25,39845,Stage manager,Married,"Gardner, Hernandez and Soto",more,9394,34336,285,EMI Running,South Elizabethmouth,Alabama,44267,East Taylorport,Virginia,17.95,True,No,matter,668,"Daniels, Johnson and Oconnor",Moran-Turner,2023-08-03,39,Education loan,College education,summer,Owned,25,2225
880,Catherine Williams,1968-07-04,1999-04-22,63311,Data scientist,Divorced,Collins-Graham,material,7781,10109,192,EMI Running,Simonborough,Colorado,27604,South Roger,Idaho,10.96,False,No,city,384,"Webb, Moody and White","Anderson, Deleon and Booker",1977-01-01,12,Education loan,Certification,message,Rented,30,3586
881,William Turner,1973-09-24,1980-09-18,138101,Nature conservation officer,Married,Walter-Scott,deep,41006,7839,257,EMI Running,Tammyside,Ohio,70091,Gonzalesside,Kansas,18.35,False,No,wonder,478,"Schmidt, Sandoval and Whitehead","Foster, Brown and Rodriguez",1982-09-07,24,Education loan,College education,tough,Owned,10,4365
882,Dustin Novak,1974-05-20,2000-01-21,136683,Insurance broker,Divorced,"Foley, Casey and Leonard",painting,37308,25414,116,Fully Disbursed,Rebeccatown,New Jersey,12532,East Stephanie,North Carolina,8.65,True,Yes,organization,890,Werner-Moreno,"Martinez, Rush and Duarte",1999-09-02,21,Education loan,Certification,meeting,Owned,24,2636
883,Teresa Sims,1975-01-25,1964-06-25,72892,Health and safety inspector,Single,Jackson Inc,least,33661,39954,59,Fully Disbursed,South Gregory,New Jersey,07029,Williamschester,Nebraska,13.03,True,No,term,668,Smith-Baldwin,"Miller, James and Wells",1987-03-13,13,Education loan,Certification,ever,Owned,9,4766
